actual_audience_size_number_of_participants_in_person,actual_audience_size_number_of_participants_online,airtable_id,end_date,event_name,event_type,event_unique_identifier,number_of_booked_participants,postcode_(from_venue),project_name,project_type,season,start_date,status,ticket_tailor_id,ward_(from_venue)
6.0,,2298,2023-11-03,Engineery: Half Term Stone Carving Workshop,['Public Event - Exhibition'],09 - Smeaton300: Learning programme: Engineery: Half Term Stone Carving Workshop,,['LS12 2QF'],09 - Smeaton300: Learning programme,Produce (Signature),['Season 3 - Dreaming'],2023-11-03,01 - Greenlit,,['Armley']
69.0,,1760,2023-11-03,MOON PALACE: Daytime Observation Session at Armley Leisure Centre ,['Public Event - Installation'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: Daytime Observation Session at Armley Leisure Centre ,,['LS12 3HB'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 3 - Dreaming'],2023-11-03,01 - Greenlit,,['Armley']
,,1844,2023-12-03,Making A Sound: Soundscape by Michael Pinsky,['Public Event - Installation'],02 - Making A Stand: Making A Sound: Soundscape by Michael Pinsky,,['LS1 2HA'],02 - Making A Stand,Produce (Signature),['Season 3 - Dreaming'],2023-11-03,01 - Greenlit,,['Little London and Woodhouse']
33.0,,1704,2023-11-03,Smeaton300 Talks: Kate Pankhurst [date tbc],['Public Event - Talk / Tour'],09 - Smeaton300: Talks and Discussions: Smeaton300 Talks: Kate Pankhurst [date tbc],,['LS28 5UJ'],09 - Smeaton300: Talks and Discussions,Produce (Signature),['Season 3 - Dreaming'],2023-11-03,01 - Greenlit,,['Calverley and Farsley']
169.0,0.0,1419,2023-11-04,All That Lives - Ellie Harrison's All That Lives ,"['Public Event - Performance', 'Public Event - Installation', 'Public Event - Exhibition']",11 - All That Lives: All That Lives - Ellie Harrison's All That Lives ,,,11 - All That Lives,Produce (Signature),['Season 3 - Dreaming'],2023-11-04,01 - Greenlit,985872,
40.0,0.0,2304,2023-11-04,All That Lives - Peripatetic Session led by Ellie Harrison at University of Leeds,"['Public Event - Performance', 'Public Event - Installation', 'Public Event - Exhibition']",11 - All That Lives: All That Lives - Peripatetic Session led by Ellie Harrison at University of Leeds,,,11 - All That Lives,Produce (Signature),['Season 3 - Dreaming'],2023-11-04,01 - Greenlit,985872,
60.0,0.0,2305,2023-11-04,All That Lives - Peripatetic Session led by Matthew Bellwood in Beechwood Primary School ,"['Public Event - Performance', 'Public Event - Installation', 'Public Event - Exhibition']",11 - All That Lives: All That Lives - Peripatetic Session led by Matthew Bellwood in Beechwood Primary School ,,,11 - All That Lives,Produce (Signature),['Season 3 - Dreaming'],2023-11-04,01 - Greenlit,985872,
180.0,0.0,1418,2023-11-04,All That Lives: Big Finish,"['Public Event - Installation', 'Public Event - Exhibition', 'Public Event - Performance']",11 - All That Lives: All That Lives: Big Finish,,,11 - All That Lives,Produce (Signature),['Season 3 - Dreaming'],2023-11-04,01 - Greenlit,985872,
250.0,0.0,1417,2023-11-04,All That Lives: Pity Party,"['Public Event - Installation', 'Public Event - Performance', 'Public Event - Talk / Tour']",11 - All That Lives: All That Lives: Pity Party,,,11 - All That Lives,Produce (Signature),['Season 3 - Dreaming'],2023-11-04,01 - Greenlit,985872,
93.0,,1759,2023-11-04,Moon Palace: Daytime Observation Session at Middleton Library ,['Public Event - Installation'],09 - Smeaton300: Moon Palace East Leeds Observatory: Moon Palace: Daytime Observation Session at Middleton Library ,,['LS10 4UZ'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 2 - Playing'],2023-11-04,01 - Greenlit,,['Middleton Park']
105.0,,1728,2023-11-04,Smeaton300: Make and Create Family Festival (Middleton Library),['Public Event - Installation'],09 - Smeaton300: Learning programme: Smeaton300: Make and Create Family Festival (Middleton Library),,['LS10 4UZ'],09 - Smeaton300: Learning programme,Produce (Signature),['Season 3 - Dreaming'],2023-11-04,01 - Greenlit,,['Middleton Park']
38.0,,2142,2023-11-05,Mother Goose's Cabaret For All,['Public Event - Performance'],CLE - Youth Voice Programmes: Mother Goose's Cabaret For All,,['LS31HD'],CLE - Youth Voice Programmes,CLE,['Season 3 - Dreaming'],2023-11-05,01 - Greenlit,,
90.0,,2174,2023-11-06,Northern Dreaming Storytime Tour: Austhorpe Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Austhorpe Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
50.0,,2376,2023-11-06,Northern Dreaming Storytime Tour: Beechwood Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Beechwood Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2178,2023-11-06,Northern Dreaming Storytime Tour: Birchfield Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Birchfield Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
140.0,,2186,2023-11-06,Northern Dreaming Storytime Tour: Blackgates Primary Academy,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Blackgates Primary Academy,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
180.0,,2198,2023-11-06,Northern Dreaming Storytime Tour: Churwell Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Churwell Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
180.0,,2175,2023-11-06,Northern Dreaming Storytime Tour: Clapgate Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Clapgate Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
135.0,,2193,2023-11-06,Northern Dreaming Storytime Tour: Drighlington Primary,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Drighlington Primary,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2194,2023-11-06,Northern Dreaming Storytime Tour: Elements Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Elements Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
100.0,,2177,2023-11-06,Northern Dreaming Storytime Tour: Fountain Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Fountain Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2197,2023-11-06,Northern Dreaming Storytime Tour: Gildersome Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Gildersome Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2196,2023-11-06,Northern Dreaming Storytime Tour: Gledhow Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Gledhow Primary School,90.0,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2188,2023-11-06,Northern Dreaming Storytime Tour: Lawns Park Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Lawns Park Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2171,2023-11-06,Northern Dreaming Storytime Tour: Meanwood CE Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Meanwood CE Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
15.0,,2192,2023-11-06,Northern Dreaming Storytime Tour: Medical Needs Teaching Service,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Medical Needs Teaching Service,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
180.0,,2184,2023-11-06,Northern Dreaming Storytime Tour: Morley Victoria Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Morley Victoria Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2191,2023-11-06,Northern Dreaming Storytime Tour: Rosebank Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Rosebank Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
80.0,,2172,2023-11-06,Northern Dreaming Storytime Tour: St Francis Catholic Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: St Francis Catholic Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2187,2023-11-06,Northern Dreaming Storytime Tour: St Joseph's Catholic Primary,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: St Joseph's Catholic Primary,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2181,2023-11-06,Northern Dreaming Storytime Tour: St Patrick's Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: St Patrick's Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
24.0,,2176,2023-11-06,Northern Dreaming Storytime Tour: Stepping Stones Nursery,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Stepping Stones Nursery,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
90.0,,2173,2023-11-06,Northern Dreaming Storytime Tour: Strawberry Fields Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Strawberry Fields Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
120.0,,2183,2023-11-06,Northern Dreaming Storytime Tour: Wykebeck Primary School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Wykebeck Primary School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
60.0,,2182,2023-11-06,Northern Dreaming Storytime Tour: Yeadon Westfield Infants School,['CLE - Creative Learning session'],13 - Northern Dreaming: Northern Dreaming Storytime Tour: Yeadon Westfield Infants School,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,
75.0,,230,2023-11-06,Roma Agrawal - Nuts and Bolts,['Public Event - Talk / Tour'],09 - Smeaton300: Talks and Discussions: Roma Agrawal - Nuts and Bolts,,['LS28 5UJ'],09 - Smeaton300: Talks and Discussions,Produce (Signature),['Season 3 - Dreaming'],2023-11-06,01 - Greenlit,,['Calverley and Farsley']
6.0,,2241,2023-11-07,LJMU Art Student Visit,['CLE - Creative Learning session'],04 - This is a FOREST: LJMU Art Student Visit,,['LS2 7BT'],04 - This is a FOREST,Produce (Signature),,2023-11-07,01 - Greenlit,,['Little London and Woodhouse']
,,1136,2023-11-08,Digital Upskilling Workshop 20/20,['CLE - Skills and Talent session'],Creative Learning S3: Digital Upskilling Workshop 20/20,,['LS11 6RD'],Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-08,01 - Greenlit,,['Hunslet and Riverside']
30.0,,2028,2023-11-08,Facilitated School Trips to This is a Forest Exhibition,['CLE - Creative Learning session'],04 - This is a FOREST: Facilitated School Trips to This is a Forest Exhibition,,"['LS2 7BT', 'LS1 2HA']",04 - This is a FOREST,Produce (Signature),,2023-11-08,01 - Greenlit,ev_3029738,"['Little London and Woodhouse', 'Little London and Woodhouse']"
38.0,,1341,2023-11-08,MOON PALACE: Schools Pupil sessions Kippax Ash Tree,['CLE - Creative Learning session'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: Schools Pupil sessions Kippax Ash Tree,,['LS25 7JL'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 2 - Playing'],2023-11-08,01 - Greenlit,ev_3011518,['Kippax and Methley']
60.0,,2121,2023-11-08,STEAM Projects Industry Sharing Day St Peter's CE Primary,['CLE - Creative Learning session'],09 - Smeaton300: Learning programme: STEAM Projects Industry Sharing Day St Peter's CE Primary,,['LS9 7SG'],09 - Smeaton300: Learning programme,Produce (Signature),['Season 3 - Dreaming'],2023-11-08,01 - Greenlit,,['Burmantofts and Richmond Hill']
31.0,,2245,2023-11-09,Facilitated School Trips to This is a Forest Exhibition,['CLE - Creative Learning session'],04 - This is a FOREST: Facilitated School Trips to This is a Forest Exhibition,,"['LS2 7BT', 'LS1 2HA']",04 - This is a FOREST,Produce (Signature),,2023-11-09,01 - Greenlit,ev_3029739,"['Little London and Woodhouse', 'Little London and Woodhouse']"
49.0,,2250,2023-11-09,MOON PALACE: Schools Family Session Clapgate Primary,['CLE - Creative Learning session'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: Schools Family Session Clapgate Primary,,[' LS10 4AW'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 3 - Dreaming'],2023-11-09,01 - Greenlit,,['Ardsley and Robin Hood']
60.0,,1375,2023-11-09,MOON PALACE: Schools Pupil Sessions Clapgate Primary,['CLE - Creative Learning session'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE: Schools Pupil Sessions Clapgate Primary,,[' LS10 4AW'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 3 - Dreaming'],2023-11-09,01 - Greenlit,ev_3011519,['Ardsley and Robin Hood']
60.0,,2212,2023-11-28,And She Built a Crooked House – Cockburn John Charles,['CLE - Creative Learning session'],Creative Learning S3: And She Built a Crooked House – Cockburn John Charles,,,Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-13,01 - Greenlit,ev_3034661,
52.0,,2213,2023-11-28,And She Built a Crooked House – Cockburn School,['CLE - Creative Learning session'],Creative Learning S3: And She Built a Crooked House – Cockburn School,,,Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-13,01 - Greenlit,ev_3034662,
60.0,,2209,2023-11-28,And She Built a Crooked House – Workshops: Clapgate Primary School,['CLE - Creative Learning session'],Creative Learning S3: And She Built a Crooked House – Workshops: Clapgate Primary School,,,Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-13,01 - Greenlit,ev_3034658,
60.0,,2030,2023-11-28,And She Built a Crooked House – Workshops: Pudsey Waterloo Primary School,['CLE - Creative Learning session'],Creative Learning S3: And She Built a Crooked House – Workshops: Pudsey Waterloo Primary School,,,Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-13,01 - Greenlit,ev_3034657,
60.0,,2210,2023-11-28,And She Built a Crooked House – Workshops: Robin Hood Primary School,['CLE - Creative Learning session'],Creative Learning S3: And She Built a Crooked House – Workshops: Robin Hood Primary School,,,Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-13,01 - Greenlit,ev_3034659,
25.0,,2211,2023-11-28,And She Built a Crooked House – Workshops: West SILC,['CLE - Creative Learning session'],Creative Learning S3: And She Built a Crooked House – Workshops: West SILC,,,Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-13,01 - Greenlit,ev_3034660,
,10.0,2263,2023-11-13,Broadening Horizons: Session 3 - Finding International Networks & Funding Opportunities,,06 - International Commissions: Broadening Horizons: Session 3 - Finding International Networks & Funding Opportunities,,,06 - International Commissions,Produce (Signature),['Season 3 - Dreaming'],2023-11-13,01 - Greenlit,,
6.0,,1746,2023-11-14, Community CPD Session - North West Workshop 4,"['CLE - Skills and Talent session', 'CLE - Community Engagement session']",General CLE:  Community CPD Session - North West Workshop 4,,['LS6 1LJ'],General CLE,CLE,['Season 3 - Dreaming'],2023-11-14,01 - Greenlit,,['Headingley and Hyde Park']
2267.0,,2307,2023-11-21,Baby Week @ The Tetley,['CLE - Community Engagement session'],Creative Learning S3: Baby Week @ The Tetley,,['LS10 1JQ'],Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-14,01 - Greenlit,,['Hunslet and Riverside']
595.0,,1213,2023-11-21,"Baby Week @ The Tetley ""Don't Play With Your Food"" Installation",['CLE - Community Engagement session'],"Creative Learning S3: Baby Week @ The Tetley ""Don't Play With Your Food"" Installation",,['LS10 1JQ'],Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-14,01 - Greenlit,,['Hunslet and Riverside']
42.0,,1967,2023-11-14,Leeds Language Week: British Council x LEEDS 2023 x Insitute français du Royaume-Uni - International School Partnerships with Lille,['CLE - Creative Learning session'],Creative Learning S3: Leeds Language Week: British Council x LEEDS 2023 x Insitute français du Royaume-Uni - International School Partnerships with Lille,,,Creative Learning S3,CLE,['Season 3 - Dreaming'],2023-11-14,01 - Greenlit,,
105.0,,1377,2023-11-14,MOON PALACE Schools Pupil sessions West Oaks School,['CLE - Creative Learning session'],09 - Smeaton300: Moon Palace East Leeds Observatory: MOON PALACE Schools Pupil sessions West Oaks School,,['LS23 6DX'],09 - Smeaton300: Moon Palace East Leeds Observatory,Produce (Signature),['Season 3 - Dreaming'],2023-11-14,01 - Greenlit,ev_3011520,['Wetherby']
